Age_norm,NumCompaniesWorked_5_norm,TotalWorkingYears_norm,YearsAtCompany_norm,YearsSinceLastPromotion_norm,YearsWithCurrManager_1_norm,PercentSalaryHike_norm,mean_time__log1p_norm,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Attrition
1.656364697303677,-0.71706180253178,-1.2945599252271214,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-1.1529377353384949,-0.28834311658358497,6,3.0,4.0,2.0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5487141591464463,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,0.008940543203802158,0.23392969468906633,2.1011482092617433,0.07362756393897432,3,3.0,2.0,4.0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-0.4384602163239401,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,-0.09504244871534814,-0.06824242047174892,-0.33365862468217283,2,2.0,2.0,1.0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.4384602163239401,0.5268979736171766,-0.11196921557640759,0.22277674093702246,-0.7625006132385551,0.23392969468906633,-0.8817639066218085,0.5029496032239674,2,4.0,1.0,3.0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
-0.8794759876139647,-0.3024085438154611,-0.7032645704017645,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,1.2876267231116836,-0.6480193650172485,2,1.0,3.0,1.0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
-0.7692220447914586,-0.3024085438154611,0.03585462312993165,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,1.8299743805450566,-0.5493937824282684,2,1.0,2.0,3.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-1.2102378160814833,-0.71706180253178,-0.5554407316954253,0.22277674093702246,0.008940543203802158,0.5629018380934808,-0.6105900779051219,-0.4716830131476055,2,2.0,1.0,3.0,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.8794759876139647,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,0.23392969468906633,-0.33941624918843544,-1.1583673479764254,2,4.0,4.0,2.0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.11280949778859066,0.5268979736171766,-0.40761689298908604,-0.043409513318094325,-0.7625006132385551,-0.752986735524177,-1.1529377353384949,-0.7090523569273931,2,3.0,4.0,4.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.651253587371508,-0.71706180253178,-0.998912247814443,-0.5757820218283279,0.008940543203802158,-1.0819588789285914,-0.8817639066218085,-1.0261050477839766,3,4.0,3.0,4.0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.11280949778859066,-0.3024085438154611,0.7749738166616278,-0.043409513318094325,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,2.4177210965017166,2,1.0,4.0,3.0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.099983873258977,-0.71706180253178,-0.5554407316954253,0.22277674093702246,0.008940543203802158,0.23392969468906633,0.7452790656783106,-0.12160852757506174,3,3.0,2.0,1.0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.5461107544811707,0.11224471490085779,2.696683719844038,1.2875217579574896,0.008940543203802158,0.8918739814978952,2.1011482092617433,-1.4223238637797033,2,1.0,2.0,2.0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.8768725829486892,0.11224471490085779,1.6619168488996632,-0.043409513318094325,0.008940543203802158,-0.09504244871534814,-1.1529377353384949,0.4665138228072463,2,3.0,3.0,2.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.7692220447914586,-0.71706180253178,0.03585462312993165,1.2875217579574896,-0.7625006132385551,1.8787904117111387,-1.1529377353384949,-0.534817819926308,2,2.0,4.0,2.0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2.0973804685937014,0.11224471490085779,0.3315023005426101,1.2875217579574896,-0.7625006132385551,1.549818268306724,-1.1529377353384949,1.3251681280926892,2,2.0,4.0,3.0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1.099983873258977,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,1.5518228560885168,-0.09504244871534814,1.8299743805450566,2.2239680712734,3,1.0,1.0,3.0,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.11280949778859066,-0.71706180253178,1.0706214940743062,3.1508255377433074,3.0947051689732312,1.2208461249023097,-1.1529377353384949,-0.012730927236565683,2,4.0,4.0,3.0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.8845870975461337,0.11224471490085779,1.3662691714869848,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,2.323886884325962,2,4.0,3.0,1.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2230634406110968,2.185511008482452,0.03585462312993165,-0.8419682760834447,0.008940543203802158,-0.4240145921197626,-0.8817639066218085,-0.7734431000035957,3,4.0,4.0,3.0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.099983873258977,-0.3024085438154611,-0.7032645704017645,-0.5757820218283279,-0.7625006132385551,-0.4240145921197626,-1.1529377353384949,1.706694589040065,5,1.0,2.0,3.0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.8794759876139647,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,-0.5864998848221802,6,4.0,4.0,3.0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.4358568116586645,2.185511008482452,1.8097406876060025,-0.5757820218283279,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,1.8419486741517486,2,3.0,1.0,3.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.5487141591464463,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,0.2029314082449376,-0.7391122512983825,4,4.0,2.0,2.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.11280949778859066,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,-0.33941624918843544,1.7308636935270134,3,2.0,4.0,2.0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.9820154158390264,-0.71706180253178,-1.4423837639334607,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,-0.8937980617454471,3,3.0,3.0,3.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.0025555549660845073,0.5268979736171766,-0.8510884091081037,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.8817639066218085,-0.1317077000293428,2,3.0,4.0,3.0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1.656364697303677,0.9415512323334956,0.47932613924894935,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,-0.04450535975871596,2,4.0,2.0,3.0,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.9820154158390264,-0.71706180253178,-1.4423837639334607,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,-0.06824242047174892,-0.3847926475124716,3,4.0,3.0,3.0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.8794759876139647,-1.1317150612480988,-0.11196921557640759,0.755149249447256,-0.7625006132385551,1.2208461249023097,2.1011482092617433,-0.13423492079889823,2,2.0,1.0,3.0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0.33331738343360295,-1.1317150612480988,1.3662691714869848,3.417011791998424,1.5518228560885168,1.2208461249023097,1.2876267231116836,-0.012730927236565683,3,3.0,4.0,2.0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0025555549660845073,1.770857749766133,0.18367846183627087,1.0213355037023728,-0.7625006132385551,1.549818268306724,1.55880055182837,0.18276223895983398,4,2.0,2.0,3.0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.4384602163239401,-0.71706180253178,0.47932613924894935,2.08608052072284,2.323264012530874,1.549818268306724,1.55880055182837,-0.7299994806837197,4,4.0,3.0,2.0,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2230634406110968,0.11224471490085779,1.3662691714869848,1.2875217579574896,-0.7625006132385551,-0.752986735524177,1.016452894394997,-0.7608731514294639,4,1.0,2.0,3.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.42814229706122,-0.3024085438154611,0.3315023005426101,-0.043409513318094325,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,2.254024244254035,3,4.0,3.0,3.0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.5487141591464463,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,-0.7625006132385551,-0.09504244871534814,-0.6105900779051219,1.0754236354434275,3,3.0,4.0,3.0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.5487141591464463,0.11224471490085779,-0.11196921557640759,-0.8419682760834447,0.008940543203802158,-1.0819588789285914,1.55880055182837,-0.5550419798718877,2,1.0,1.0,3.0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.5487141591464463,-1.1317150612480988,-0.998912247814443,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,1.016452894394997,0.9050233890595728,0,3.0,4.0,1.0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7743331547236276,-1.1317150612480988,-0.11196921557640759,0.755149249447256,0.008940543203802158,1.2208461249023097,-0.06824242047174892,-0.17480323214163646,2,3.0,4.0,3.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1.4358568116586645,1.770857749766133,2.25321220372502,0.48896299519213926,-0.7625006132385551,1.2208461249023097,1.8299743805450566,1.735159309323167,2,3.0,3.0,3.0,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.989729930436471,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,1.8299743805450566,2.179283794935311,2,3.0,2.0,2.0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.989729930436471,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,0.23392969468906633,-0.8817639066218085,1.5056270280201562,5,4.0,3.0,3.0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.5487141591464463,0.5268979736171766,0.47932613924894935,0.48896299519213926,0.008940543203802158,1.2208461249023097,-1.1529377353384949,-0.6507532592463108,4,4.0,4.0,3.0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.4384602163239401,1.770857749766133,0.03585462312993165,0.48896299519213926,-0.7625006132385551,1.2208461249023097,-0.6105900779051219,-0.0696484518530428,2,1.0,4.0,2.0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.8794759876139647,0.9415512323334956,-0.7032645704017645,-0.5757820218283279,0.7803816996461596,-0.4240145921197626,-0.33941624918843544,2.283379214565596,4,1.0,4.0,2.0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
-0.6589681019689524,-0.71706180253178,0.18367846183627087,1.2875217579574896,0.008940543203802158,1.8787904117111387,-0.6105900779051219,-1.2847928136566054,3,4.0,4.0,3.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.33331738343360295,0.5268979736171766,0.3315023005426101,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,0.4741052369616241,1.8220006890350093,0,4.0,3.0,2.0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
-0.32820627350143394,0.11224471490085779,-0.11196921557640759,0.48896299519213926,-0.7625006132385551,-0.752986735524177,-1.1529377353384949,-0.008409932708427745,0,2.0,4.0,2.0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.2153489260136523,0.5268979736171766,1.6619168488996632,-0.5757820218283279,0.008940543203802158,-0.752986735524177,2.1011482092617433,-0.7489539361698905,4,4.0,3.0,3.0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7743331547236276,-0.71706180253178,-0.11196921557640759,1.0213355037023728,-0.7625006132385551,-1.0819588789285914,0.4741052369616241,-1.109662340548012,2,3.0,3.0,4.0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.989729930436471,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,0.008940543203802158,0.23392969468906633,0.4741052369616241,1.0466021365379967,3,3.0,2.0,3.0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.9871265257711954,0.11224471490085779,1.5140930101933239,-0.3095957675732111,-0.7625006132385551,-0.09504244871534814,-0.8817639066218085,-1.3640544020865972,2,4.0,3.0,2.0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.7743331547236276,2.185511008482452,0.03585462312993165,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,2.1011482092617433,-0.26476226990925905,3,3.0,1.0,2.0,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4435713262561091,-0.3024085438154611,-0.5554407316954253,-0.3095957675732111,-0.7625006132385551,-0.4240145921197626,-0.33941624918843544,1.4135051197121542,6,2.0,4.0,2.0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-0.7692220447914586,-0.71706180253178,-0.40761689298908604,0.48896299519213926,-0.7625006132385551,1.2208461249023097,-0.6105900779051219,1.7162375546146538,0,2.0,1.0,2.0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
-0.7692220447914586,-1.1317150612480988,-0.8510884091081037,-0.5757820218283279,0.7803816996461596,-0.4240145921197626,1.8299743805450566,-0.4923161702861631,3,2.0,4.0,3.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.6589681019689524,-0.71706180253178,0.03585462312993165,1.2875217579574896,0.008940543203802158,-0.4240145921197626,-0.8817639066218085,-0.12282937655792356,2,4.0,3.0,3.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.989729930436471,-0.71706180253178,-0.2597930542827468,0.755149249447256,-0.7625006132385551,1.2208461249023097,0.7452790656783106,-1.0980380030896923,2,2.0,2.0,3.0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.11280949778859066,1.770857749766133,-0.2597930542827468,0.22277674093702246,-0.7625006132385551,0.23392969468906633,-0.33941624918843544,-1.3578628390863652,4,4.0,4.0,2.0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2230634406110968,-1.1317150612480988,0.3315023005426101,1.5537080122126066,0.7803816996461596,1.8787904117111387,-0.8817639066218085,1.1056722666303564,1,3.0,4.0,3.0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.5487141591464463,-0.71706180253178,0.18367846183627087,1.5537080122126066,2.323264012530874,2.2077625551155533,-0.06824242047174892,1.890656638020475,5,3.0,4.0,3.0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.7692220447914586,-0.71706180253178,-0.40761689298908604,0.48896299519213926,0.008940543203802158,1.2208461249023097,-1.1529377353384949,0.7509265249418684,0,4.0,2.0,3.0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
